id,user_id,source,action,created_at,datapoint_count,question,question_id
46800,7a43f42f-1efa-4468-9398-78ec344b8a28,teaching,question,2025-02-20 13:11:26.690731,1,Does the <b>prediction of the current person change</b> if only <b>Work Life Balance</b> was different?,ceterisParibus
46810,7a43f42f-1efa-4468-9398-78ec344b8a28,teaching,question,2025-02-20 13:11:34.407575,1,How are the values of <b>Education Level</b> <b>on average</b> associated with the model’s prediction?,globalPdp
44121,a13bc05e-e460-41af-b810-34bd636060d9,teaching,question,2025-02-20 12:17:45.156704,1,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features
44259,a13bc05e-e460-41af-b810-34bd636060d9,teaching,question,2025-02-20 12:20:03.113977,2,Which attributes have the <b>smallest</b> impact on the model’s prediction <b>for this person</b>?,least3Features
44409,a13bc05e-e460-41af-b810-34bd636060d9,teaching,question,2025-02-20 12:22:10.394238,3,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features
44461,a13bc05e-e460-41af-b810-34bd636060d9,teaching,question,2025-02-20 12:22:52.262149,4,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures
44422,a13bc05e-e460-41af-b810-34bd636060d9,teaching,question,2025-02-20 12:22:23.329482,3,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence
44528,a13bc05e-e460-41af-b810-34bd636060d9,teaching,question,2025-02-20 12:23:48.712124,4,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence
44950,a13bc05e-e460-41af-b810-34bd636060d9,teaching,question,2025-02-20 12:30:14.124043,5,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange
45177,a13bc05e-e460-41af-b810-34bd636060d9,teaching,question,2025-02-20 12:32:34.472744,6,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor
45226,a13bc05e-e460-41af-b810-34bd636060d9,teaching,question,2025-02-20 12:33:00.822974,7,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange
45566,a13bc05e-e460-41af-b810-34bd636060d9,teaching,question,2025-02-20 12:37:30.376220,8,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange
45666,a13bc05e-e460-41af-b810-34bd636060d9,teaching,question,2025-02-20 12:38:44.927415,9,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence
45753,a13bc05e-e460-41af-b810-34bd636060d9,teaching,question,2025-02-20 12:40:05.974390,10,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence
46757,16324882-0c5c-4a19-a8d2-4082b2e83111,teaching,question,2025-02-20 13:10:27.677113,1,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features
46775,16324882-0c5c-4a19-a8d2-4082b2e83111,teaching,question,2025-02-20 13:10:46.721880,1,Why are these the most important attributes?,followupWhyThisFeatureImportant
46783,16324882-0c5c-4a19-a8d2-4082b2e83111,teaching,question,2025-02-20 13:11:03.738124,1,Does the <b>prediction of the current person change</b> if only <b>Investment Outcome</b> was different?,ceterisParibus
46791,16324882-0c5c-4a19-a8d2-4082b2e83111,teaching,question,2025-02-20 13:11:15.397095,1,How are the values of <b>Occupation</b> <b>on average</b> associated with the model’s prediction?,globalPdp
46816,16324882-0c5c-4a19-a8d2-4082b2e83111,teaching,question,2025-02-20 13:11:39.402403,1,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures
46860,16324882-0c5c-4a19-a8d2-4082b2e83111,teaching,question,2025-02-20 13:12:03.620547,1,Why do most important factors change?,followupWhyFeatureImportancesChange
46947,16324882-0c5c-4a19-a8d2-4082b2e83111,teaching,question,2025-02-20 13:12:48.056308,2,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features
46966,16324882-0c5c-4a19-a8d2-4082b2e83111,teaching,question,2025-02-20 13:12:55.235638,2,Why are these the most important attributes?,followupWhyThisFeatureImportant
46982,16324882-0c5c-4a19-a8d2-4082b2e83111,teaching,question,2025-02-20 13:13:07.514488,2,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange
47014,16324882-0c5c-4a19-a8d2-4082b2e83111,teaching,question,2025-02-20 13:13:27.757613,2,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures
47095,16324882-0c5c-4a19-a8d2-4082b2e83111,teaching,question,2025-02-20 13:14:28.439726,3,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures
47107,16324882-0c5c-4a19-a8d2-4082b2e83111,teaching,question,2025-02-20 13:14:38.715728,3,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange
47147,16324882-0c5c-4a19-a8d2-4082b2e83111,teaching,question,2025-02-20 13:15:02.925344,3,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence
47163,16324882-0c5c-4a19-a8d2-4082b2e83111,teaching,question,2025-02-20 13:15:10.934714,3,Which attributes have the <b>smallest</b> impact on the model’s prediction <b>for this person</b>?,least3Features
47238,16324882-0c5c-4a19-a8d2-4082b2e83111,teaching,question,2025-02-20 13:15:54.934802,4,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures
47273,16324882-0c5c-4a19-a8d2-4082b2e83111,teaching,question,2025-02-20 13:16:15.147733,4,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence
47286,16324882-0c5c-4a19-a8d2-4082b2e83111,teaching,question,2025-02-20 13:16:21.837522,4,Does the <b>prediction of the current person change</b> if only <b>Marital Status</b> was different?,ceterisParibus
47300,16324882-0c5c-4a19-a8d2-4082b2e83111,teaching,question,2025-02-20 13:16:27.733556,4,Does the <b>prediction of the current person change</b> if only <b>Investment Outcome</b> was different?,ceterisParibus
47329,16324882-0c5c-4a19-a8d2-4082b2e83111,teaching,question,2025-02-20 13:16:41.711806,4,How are the different values of <b>Occupation</b> <b>distributed</b> in the dataset?,featureStatistics
47396,16324882-0c5c-4a19-a8d2-4082b2e83111,teaching,question,2025-02-20 13:17:19.085621,5,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures
47387,16324882-0c5c-4a19-a8d2-4082b2e83111,teaching,question,2025-02-20 13:17:14.143771,5,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence
47448,16324882-0c5c-4a19-a8d2-4082b2e83111,teaching,question,2025-02-20 13:17:55.156616,6,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures
47462,16324882-0c5c-4a19-a8d2-4082b2e83111,teaching,question,2025-02-20 13:18:02.424707,6,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange
47502,16324882-0c5c-4a19-a8d2-4082b2e83111,teaching,question,2025-02-20 13:18:39.139568,7,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures
47510,16324882-0c5c-4a19-a8d2-4082b2e83111,teaching,question,2025-02-20 13:18:47.765232,7,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange
47567,16324882-0c5c-4a19-a8d2-4082b2e83111,teaching,question,2025-02-20 13:19:36.523787,8,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence
47570,16324882-0c5c-4a19-a8d2-4082b2e83111,teaching,question,2025-02-20 13:19:41.288985,8,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures
47576,16324882-0c5c-4a19-a8d2-4082b2e83111,teaching,question,2025-02-20 13:19:47.767244,8,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange
47607,16324882-0c5c-4a19-a8d2-4082b2e83111,teaching,question,2025-02-20 13:20:25.525977,9,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures
47617,16324882-0c5c-4a19-a8d2-4082b2e83111,teaching,question,2025-02-20 13:20:37.892843,9,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange
47623,16324882-0c5c-4a19-a8d2-4082b2e83111,teaching,question,2025-02-20 13:20:46.537784,9,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence
47648,16324882-0c5c-4a19-a8d2-4082b2e83111,teaching,question,2025-02-20 13:21:11.881872,10,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence
47656,16324882-0c5c-4a19-a8d2-4082b2e83111,teaching,question,2025-02-20 13:21:20.349877,10,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures
47660,16324882-0c5c-4a19-a8d2-4082b2e83111,teaching,question,2025-02-20 13:21:24.926701,10,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange
46798,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:11:24.381805,1,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features
46814,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:11:35.839368,1,Why are these the most important attributes?,followupWhyThisFeatureImportant
46825,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:11:44.109817,1,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor
46833,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:11:49.216684,1,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange
46893,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:12:21.473761,2,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures
46878,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:12:14.899387,2,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor
46886,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:12:18.180296,2,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence
46922,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:12:32.730333,2,Why do most important factors change?,followupWhyFeatureImportancesChange
46979,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:13:02.918844,3,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features
46987,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:13:09.665291,3,Why are these the most important attributes?,followupWhyThisFeatureImportant
47003,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:13:21.688308,3,Does the <b>prediction of the current person change</b> if only <b>Investment Outcome</b> was different?,ceterisParibus
46970,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:12:55.907345,3,Which attributes have the <b>smallest</b> impact on the model’s prediction <b>for this person</b>?,least3Features
47004,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:13:21.695077,3,Does the <b>prediction of the current person change</b> if only <b>Investment Outcome</b> was different?,ceterisParibus
47026,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:13:38.902189,4,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures
47035,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:13:46.572183,4,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor
47083,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:14:22.066177,5,Which attributes have the <b>smallest</b> impact on the model’s prediction <b>for this person</b>?,least3Features
47064,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:14:06.327586,5,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features
47068,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:14:10.416525,5,Why are these the most important attributes?,followupWhyThisFeatureImportant
47094,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:14:28.106414,5,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor
47105,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:14:36.754689,5,Does the <b>prediction of the current person change</b> if only <b>Occupation</b> was different?,ceterisParibus
47109,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:14:41.253684,5,Does the <b>prediction of the current person change</b> if only <b>Occupation</b> was different?,ceterisParibus
47115,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:14:45.148567,5,Does the <b>prediction of the current person change</b> if only <b>Work Life Balance</b> was different?,ceterisParibus
47117,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:14:47.732456,5,Does the <b>prediction of the current person change</b> if only <b>Work Life Balance</b> was different?,ceterisParibus
47123,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:14:50.056477,5,Does the <b>prediction of the current person change</b> if only <b>Education Level</b> was different?,ceterisParibus
47125,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:14:52.826480,5,Does the <b>prediction of the current person change</b> if only <b>Education Level</b> was different?,ceterisParibus
47127,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:14:54.003456,5,Does the <b>prediction of the current person change</b> if only <b>Investment Outcome</b> was different?,ceterisParibus
47154,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:15:08.331171,6,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor
47106,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:14:36.757415,5,Does the <b>prediction of the current person change</b> if only <b>Occupation</b> was different?,ceterisParibus
47116,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:14:45.149580,5,Does the <b>prediction of the current person change</b> if only <b>Work Life Balance</b> was different?,ceterisParibus
47120,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:14:48.943566,5,Does the <b>prediction of the current person change</b> if only <b>Work Life Balance</b> was different?,ceterisParibus
47124,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:14:50.061365,5,Does the <b>prediction of the current person change</b> if only <b>Education Level</b> was different?,ceterisParibus
47128,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:14:54.004456,5,Does the <b>prediction of the current person change</b> if only <b>Investment Outcome</b> was different?,ceterisParibus
47170,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:15:16.274609,6,Does the <b>prediction of the current person change</b> if only <b>Age</b> was different?,ceterisParibus
47162,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:15:10.491745,6,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence
47169,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:15:16.270717,6,Does the <b>prediction of the current person change</b> if only <b>Age</b> was different?,ceterisParibus
47177,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:15:20.188845,6,Does the <b>prediction of the current person change</b> if only <b>Age</b> was different?,ceterisParibus
47181,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:15:20.992862,6,Does the <b>prediction of the current person change</b> if only <b>Marital Status</b> was different?,ceterisParibus
47191,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:15:26.489769,6,Does the <b>prediction of the current person change</b> if only <b>Investment Outcome</b> was different?,ceterisParibus
47199,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:15:31.345997,6,Does the <b>prediction of the current person change</b> if only <b>Occupation</b> was different?,ceterisParibus
47227,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:15:48.361043,7,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence
47233,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:15:53.381312,7,Does the <b>prediction of the current person change</b> if only <b>Education Level</b> was different?,ceterisParibus
47180,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:15:20.956446,6,Does the <b>prediction of the current person change</b> if only <b>Marital Status</b> was different?,ceterisParibus
47186,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:15:23.721941,6,Does the <b>prediction of the current person change</b> if only <b>Marital Status</b> was different?,ceterisParibus
47192,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:15:26.492648,6,Does the <b>prediction of the current person change</b> if only <b>Investment Outcome</b> was different?,ceterisParibus
47198,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:15:29.465603,6,Does the <b>prediction of the current person change</b> if only <b>Investment Outcome</b> was different?,ceterisParibus
47200,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:15:31.350266,6,Does the <b>prediction of the current person change</b> if only <b>Occupation</b> was different?,ceterisParibus
47232,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:15:53.380331,7,Does the <b>prediction of the current person change</b> if only <b>Education Level</b> was different?,ceterisParibus
47244,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:15:58.842043,7,Does the <b>prediction of the current person change</b> if only <b>Occupation</b> was different?,ceterisParibus
47250,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:16:02.240590,7,Does the <b>prediction of the current person change</b> if only <b>Age</b> was different?,ceterisParibus
47241,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:15:57.103370,7,Does the <b>prediction of the current person change</b> if only <b>Education Level</b> was different?,ceterisParibus
47245,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:15:58.842995,7,Does the <b>prediction of the current person change</b> if only <b>Occupation</b> was different?,ceterisParibus
47247,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:16:01.350999,7,Does the <b>prediction of the current person change</b> if only <b>Occupation</b> was different?,ceterisParibus
47251,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:16:02.243848,7,Does the <b>prediction of the current person change</b> if only <b>Age</b> was different?,ceterisParibus
47259,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:16:08.208359,7,Does the <b>prediction of the current person change</b> if only <b>Marital Status</b> was different?,ceterisParibus
47269,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:16:13.534485,7,How are the values of <b>Weekly Working Hours</b> <b>on average</b> associated with the model’s prediction?,globalPdp
47258,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:16:07.482420,7,Does the <b>prediction of the current person change</b> if only <b>Age</b> was different?,ceterisParibus
47260,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:16:08.213147,7,Does the <b>prediction of the current person change</b> if only <b>Marital Status</b> was different?,ceterisParibus
47268,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:16:13.532321,7,How are the values of <b>Weekly Working Hours</b> <b>on average</b> associated with the model’s prediction?,globalPdp
47305,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:16:30.044544,8,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor
47330,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:16:42.535810,9,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor
47356,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:16:56.544040,10,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence
47360,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:16:59.252666,10,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor
47365,15acf1a3-1a75-49d1-b9d8-42917983a6fb,teaching,question,2025-02-20 13:17:03.075328,10,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange
47528,5ecf28c6-23a2-42d6-a6ff-ce993a115f21,teaching,question,2025-02-20 13:19:01.722997,1,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features
47575,5ecf28c6-23a2-42d6-a6ff-ce993a115f21,teaching,question,2025-02-20 13:19:47.740382,1,Which attributes have the <b>smallest</b> impact on the model’s prediction <b>for this person</b>?,least3Features
47600,5ecf28c6-23a2-42d6-a6ff-ce993a115f21,teaching,question,2025-02-20 13:20:19.766372,1,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures
47632,5ecf28c6-23a2-42d6-a6ff-ce993a115f21,teaching,question,2025-02-20 13:20:57.208189,1,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange
47677,5ecf28c6-23a2-42d6-a6ff-ce993a115f21,teaching,question,2025-02-20 13:21:44.992416,1,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor
47687,5ecf28c6-23a2-42d6-a6ff-ce993a115f21,teaching,question,2025-02-20 13:21:57.567940,1,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence
47777,5ecf28c6-23a2-42d6-a6ff-ce993a115f21,teaching,question,2025-02-20 13:23:47.058460,5,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor
47784,5ecf28c6-23a2-42d6-a6ff-ce993a115f21,teaching,question,2025-02-20 13:24:12.800200,5,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange
48424,8254a3d2-011a-40b5-8c39-5ce80f060e65,teaching,question,2025-02-20 13:45:11.497991,1,Does the <b>prediction of the current person change</b> if only <b>Investment Outcome</b> was different?,ceterisParibus
48440,8254a3d2-011a-40b5-8c39-5ce80f060e65,teaching,question,2025-02-20 13:45:32.147206,1,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange
48423,8254a3d2-011a-40b5-8c39-5ce80f060e65,teaching,question,2025-02-20 13:45:11.496991,1,Does the <b>prediction of the current person change</b> if only <b>Investment Outcome</b> was different?,ceterisParibus
48495,8254a3d2-011a-40b5-8c39-5ce80f060e65,teaching,question,2025-02-20 13:46:38.791145,2,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features
48511,8254a3d2-011a-40b5-8c39-5ce80f060e65,teaching,question,2025-02-20 13:46:52.271312,2,Why are these the most important attributes?,followupWhyThisFeatureImportant
48614,8254a3d2-011a-40b5-8c39-5ce80f060e65,teaching,question,2025-02-20 13:48:12.287636,3,Does the <b>prediction of the current person change</b> if only <b>Investment Outcome</b> was different?,ceterisParibus
48658,8254a3d2-011a-40b5-8c39-5ce80f060e65,teaching,question,2025-02-20 13:49:23.895607,4,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange
48581,8254a3d2-011a-40b5-8c39-5ce80f060e65,teaching,question,2025-02-20 13:47:44.346477,3,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange
48613,8254a3d2-011a-40b5-8c39-5ce80f060e65,teaching,question,2025-02-20 13:48:12.287395,3,Does the <b>prediction of the current person change</b> if only <b>Investment Outcome</b> was different?,ceterisParibus
48667,8254a3d2-011a-40b5-8c39-5ce80f060e65,teaching,question,2025-02-20 13:49:33.549145,4,How are the values of <b>Weekly Working Hours</b> <b>on average</b> associated with the model’s prediction?,globalPdp
48701,8254a3d2-011a-40b5-8c39-5ce80f060e65,teaching,question,2025-02-20 13:50:09.370643,5,How are the different values of <b>Investment Outcome</b> <b>distributed</b> in the dataset?,featureStatistics
48707,8254a3d2-011a-40b5-8c39-5ce80f060e65,teaching,question,2025-02-20 13:50:17.434295,5,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features
48668,8254a3d2-011a-40b5-8c39-5ce80f060e65,teaching,question,2025-02-20 13:49:33.553803,4,How are the values of <b>Weekly Working Hours</b> <b>on average</b> associated with the model’s prediction?,globalPdp
48700,8254a3d2-011a-40b5-8c39-5ce80f060e65,teaching,question,2025-02-20 13:50:09.366391,5,How are the different values of <b>Investment Outcome</b> <b>distributed</b> in the dataset?,featureStatistics
48726,8254a3d2-011a-40b5-8c39-5ce80f060e65,teaching,question,2025-02-20 13:50:44.162012,6,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures
48735,8254a3d2-011a-40b5-8c39-5ce80f060e65,teaching,question,2025-02-20 13:50:59.136449,6,Why do most important factors change?,followupWhyFeatureImportancesChange
48769,8254a3d2-011a-40b5-8c39-5ce80f060e65,teaching,question,2025-02-20 13:51:24.267924,7,Does the <b>prediction of the current person change</b> if only <b>Investment Outcome</b> was different?,ceterisParibus
48788,8254a3d2-011a-40b5-8c39-5ce80f060e65,teaching,question,2025-02-20 13:51:42.227827,8,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange
48768,8254a3d2-011a-40b5-8c39-5ce80f060e65,teaching,question,2025-02-20 13:51:24.264296,7,Does the <b>prediction of the current person change</b> if only <b>Investment Outcome</b> was different?,ceterisParibus
48796,8254a3d2-011a-40b5-8c39-5ce80f060e65,teaching,question,2025-02-20 13:51:52.988413,8,Which attributes have the <b>smallest</b> impact on the model’s prediction <b>for this person</b>?,least3Features
48847,8254a3d2-011a-40b5-8c39-5ce80f060e65,teaching,question,2025-02-20 13:52:35.645295,10,How are the values of <b>Occupation</b> <b>on average</b> associated with the model’s prediction?,globalPdp
48824,8254a3d2-011a-40b5-8c39-5ce80f060e65,teaching,question,2025-02-20 13:52:16.834854,9,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor
48846,8254a3d2-011a-40b5-8c39-5ce80f060e65,teaching,question,2025-02-20 13:52:35.638437,10,How are the values of <b>Occupation</b> <b>on average</b> associated with the model’s prediction?,globalPdp
48709,915afd15-f798-45f4-82eb-ccb88f4060c7,teaching,question,2025-02-20 13:50:19.732668,1,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor
48721,915afd15-f798-45f4-82eb-ccb88f4060c7,teaching,question,2025-02-20 13:50:37.721817,1,Which attributes have the <b>smallest</b> impact on the model’s prediction <b>for this person</b>?,least3Features
48874,915afd15-f798-45f4-82eb-ccb88f4060c7,teaching,question,2025-02-20 13:53:15.739112,3,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor
48820,915afd15-f798-45f4-82eb-ccb88f4060c7,teaching,question,2025-02-20 13:52:14.782407,2,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence
48898,915afd15-f798-45f4-82eb-ccb88f4060c7,teaching,question,2025-02-20 13:53:34.012909,3,Does the <b>prediction of the current person change</b> if only <b>Marital Status</b> was different?,ceterisParibus
48899,915afd15-f798-45f4-82eb-ccb88f4060c7,teaching,question,2025-02-20 13:53:34.014887,3,Does the <b>prediction of the current person change</b> if only <b>Marital Status</b> was different?,ceterisParibus
48971,915afd15-f798-45f4-82eb-ccb88f4060c7,teaching,question,2025-02-20 13:54:30.497195,4,How are the different values of <b>Occupation</b> <b>distributed</b> in the dataset?,featureStatistics
48972,915afd15-f798-45f4-82eb-ccb88f4060c7,teaching,question,2025-02-20 13:54:30.499071,4,How are the different values of <b>Occupation</b> <b>distributed</b> in the dataset?,featureStatistics
