,Age,MaritalStatus,Occupation,WeeklyWorkingHours,WorkLifeBalance,EducationLevel,InvestmentOutcome,Income
11260,47,0,6,40,0,1,2,0
12062,31,1,3,40,1,6,2,0
11231,64,1,3,50,2,4,2,0
7935,59,1,0,60,2,3,2,0
28260,58,1,4,38,1,1,2,0
9130,30,1,0,38,2,1,2,0
10926,69,0,5,40,0,1,2,0
22804,59,0,1,40,1,0,2,0
14403,55,1,0,40,0,0,2,0
23674,52,0,4,40,1,1,2,0
24774,53,0,6,40,1,4,2,1
5702,47,0,1,40,1,1,2,0
30851,41,1,1,30,0,2,2,0
8506,49,0,1,40,0,1,2,1
16532,19,1,0,40,2,1,2,0
4114,49,1,3,35,1,3,3,0
22375,50,0,4,40,1,1,2,0
28269,23,1,1,40,1,1,2,0
20032,44,0,1,60,1,1,2,1
2759,34,0,5,54,2,3,4,1
9054,46,0,5,40,1,3,2,0
13604,26,0,0,40,0,1,2,0
11966,35,0,1,40,0,1,2,0
6461,26,1,1,35,2,0,2,0
19434,70,0,6,16,1,1,2,0
8712,43,1,3,50,2,5,2,0
14273,20,1,5,20,2,1,2,0
10374,30,1,1,40,2,0,2,0
15293,25,1,3,50,2,3,2,0
10376,32,0,1,40,2,1,2,0
10976,62,1,1,40,1,0,2,0
28319,24,1,5,30,1,1,2,0
8145,19,1,0,26,1,1,2,0
18153,50,0,1,40,2,3,2,0
25453,18,1,1,30,0,1,2,0
11289,48,0,5,30,0,0,2,0
30615,17,1,1,26,1,0,2,0
14130,37,0,5,40,1,1,2,0
14357,28,1,0,40,2,1,2,0
5762,39,0,6,50,0,3,2,1
23878,44,1,5,39,1,1,2,0
16687,22,1,0,20,1,1,2,0
17609,46,1,5,38,1,3,2,0
31061,46,0,4,48,1,3,2,0
18820,52,0,3,30,0,3,2,1
3180,27,1,0,50,0,1,3,0
5067,25,0,3,45,0,1,2,0
18142,44,1,6,40,0,1,2,0
9106,41,0,1,40,1,0,2,0
27073,27,1,5,38,2,1,2,0
21466,31,1,6,40,1,1,2,0
16871,27,1,6,40,1,4,2,0
6078,56,1,0,40,0,1,2,0
32020,25,1,3,40,1,3,2,0
3198,39,1,3,40,2,6,3,1
21140,38,0,1,45,0,1,2,0
16357,35,0,1,30,0,1,2,0
31876,62,0,4,40,2,1,2,0
4347,38,0,3,40,1,4,2,1
17811,32,0,6,50,1,3,2,1
17511,41,1,4,40,1,1,2,0
10334,73,1,1,24,1,1,2,0
24653,30,0,5,40,1,0,2,0
11019,40,1,4,40,2,2,2,0
13867,45,1,6,40,1,1,2,0
13317,37,1,1,40,0,1,2,0
32068,40,0,1,50,0,2,2,1
27358,47,0,3,40,0,6,2,1
3700,60,0,6,40,1,4,3,1
16387,45,1,1,55,2,2,2,0
23086,29,1,4,55,1,1,2,0
15736,68,0,1,20,1,1,2,0
1588,55,0,6,55,2,4,4,1
27514,26,0,1,58,0,3,2,1
31418,49,1,4,40,1,3,2,0
4556,23,1,4,40,1,1,2,0
18262,62,0,1,35,2,1,2,1
17561,23,1,3,25,1,1,2,0
17000,30,0,3,40,0,3,2,1
87,43,0,3,55,1,5,0,1
23931,38,0,1,40,1,1,2,0
3227,31,1,4,50,2,0,3,0
2179,59,1,4,60,1,1,4,1
3246,45,1,4,40,0,1,3,0
29870,19,1,1,55,0,0,2,0
24591,23,0,1,40,1,0,2,0
6809,23,1,5,30,1,3,2,0
8400,47,1,4,50,0,3,2,0
25343,25,1,5,40,1,1,2,0
7384,21,1,5,32,1,1,2,0
1101,21,1,5,16,2,1,0,0
29383,27,1,1,45,1,2,2,0
17660,48,0,6,45,1,3,2,1
7450,30,0,1,40,2,0,2,0
4535,38,0,0,40,0,1,2,1
8053,51,1,0,40,0,1,2,0
8986,62,0,4,45,1,4,2,1
1606,42,1,0,40,2,3,4,1
4097,65,0,1,21,1,0,3,0
6211,41,0,3,55,1,4,2,1
30724,22,1,1,40,0,1,2,0
27814,35,0,0,40,1,1,2,0
8153,56,0,1,40,0,0,2,0
19345,29,1,5,40,2,3,2,0
11648,50,0,4,60,0,2,2,1
29233,70,0,3,35,2,5,2,1
23469,36,0,1,40,1,1,2,0
3811,61,0,0,40,0,0,3,0
31973,46,1,3,40,2,1,2,0
1583,42,0,6,55,0,1,4,1
16587,55,1,1,40,2,1,2,0
20097,43,0,6,40,1,1,2,0
7900,61,0,6,50,0,1,2,1
20419,43,0,4,55,1,1,2,1
16624,41,1,0,40,1,1,2,0
17212,43,0,1,40,2,2,2,0
6702,56,1,5,40,1,0,2,0
94,31,0,5,40,1,1,0,1
28963,38,1,6,38,1,3,2,0
14402,32,0,1,35,1,0,2,0
24984,41,0,1,40,0,2,2,0
20441,33,1,0,50,0,2,2,0
13997,17,1,1,40,0,0,2,0
26543,52,0,6,55,1,2,2,1
20015,36,0,6,40,2,4,2,1
20329,34,1,1,20,2,1,2,0
30024,31,1,1,40,1,0,2,0
4062,24,0,1,50,2,0,3,0
30634,46,0,1,40,1,1,2,0
30909,17,1,5,40,0,0,2,0
12029,44,0,1,40,2,2,2,0
22925,57,0,0,40,2,0,2,0
29061,26,1,3,40,1,4,2,0
20837,60,0,3,45,1,3,2,1
10956,35,0,5,40,1,1,2,0
5382,47,0,1,40,0,1,2,0
15341,28,1,4,40,0,1,2,0
19558,62,1,3,40,2,2,2,0
4079,65,1,6,44,2,0,3,0
6782,60,0,6,35,0,3,2,1
3423,59,0,1,40,1,0,3,0
630,42,0,3,40,1,4,0,1
15335,50,0,3,35,1,1,2,1
23065,55,1,4,40,1,2,2,0
30243,34,1,6,48,1,1,2,0
19646,24,1,3,40,2,4,2,0
25593,18,1,5,40,1,1,2,0
17261,20,1,1,40,1,1,2,0
28389,38,1,1,40,2,1,2,0
31373,56,0,5,40,0,0,2,0
3478,50,0,3,40,2,6,3,0
9679,31,0,1,40,2,1,2,0
16446,50,0,3,40,1,5,2,0
16704,46,1,0,40,0,1,2,0
5255,40,1,6,45,2,3,2,1
18316,56,0,1,40,1,1,2,1
15916,29,1,4,40,1,3,2,0
2500,43,0,1,40,1,1,4,1
22549,27,1,5,40,0,1,2,0
21048,21,1,5,20,1,1,2,0
15289,39,0,1,40,1,3,2,1
28257,46,0,4,40,2,1,2,0
19059,24,0,1,40,1,0,2,0
28648,63,1,1,44,0,0,2,0
9456,23,1,5,40,0,1,2,0
3214,52,0,6,44,1,4,3,1
5647,71,0,0,20,1,1,2,1
28361,42,1,1,40,1,1,2,0
12800,28,1,6,32,1,1,2,0
10579,50,1,3,40,0,0,2,0
29488,30,1,6,40,0,1,2,0
12865,18,1,1,20,0,0,2,0
9138,35,1,5,27,0,1,2,0
19810,22,1,0,40,2,1,2,0
1735,67,0,3,48,1,5,4,1
7510,68,0,1,30,2,3,2,0
28619,31,1,4,40,0,1,2,0
4563,23,1,5,25,0,1,2,0
22160,49,0,1,50,1,3,2,1
14331,52,0,6,45,0,1,2,1
11128,30,1,5,40,1,2,2,0
2089,31,0,4,45,0,1,4,1
11682,45,0,1,40,2,0,2,0
27198,46,0,6,40,1,1,2,0
22218,51,1,3,40,1,1,2,0
1133,29,0,1,40,1,1,0,0
19796,55,0,1,40,1,0,2,0
2426,34,0,3,38,1,4,4,1
11938,29,1,5,35,0,0,2,0
13842,47,0,3,60,1,3,2,1
13320,34,1,4,40,0,1,2,0
1356,34,1,4,60,1,3,0,1
13257,45,0,4,60,0,1,2,1
3019,37,0,5,40,0,3,4,1
24767,33,1,5,40,2,1,2,0
9369,39,0,1,40,1,1,2,1
30367,27,1,5,40,0,1,2,0
29424,50,0,1,40,1,1,2,1
378,42,0,3,50,1,5,0,1
21376,41,0,6,40,1,2,2,1
2411,52,0,5,40,1,3,4,1
6701,30,0,1,40,1,1,2,0
20106,42,0,1,65,1,3,2,0
22319,30,0,1,40,1,1,2,0
10604,37,1,5,38,1,2,2,0
19122,35,1,6,55,1,1,2,0
9337,62,0,1,40,1,0,2,0
28159,22,1,4,30,1,0,2,0
9641,54,1,4,60,1,4,2,0
16573,37,0,1,50,1,1,2,1
11784,58,1,1,20,0,3,2,0
285,42,0,1,40,1,1,0,0
29594,38,0,6,50,2,3,2,1
7763,27,1,1,40,1,1,2,0
13877,25,1,5,40,2,3,2,0
1519,54,0,3,60,1,5,4,1
30714,22,1,1,20,2,1,2,0
17652,31,0,1,40,1,1,2,0
14282,32,1,5,40,1,0,2,0
17987,44,1,6,50,1,1,2,0
6959,45,1,1,40,2,1,2,0
275,42,0,1,48,1,1,0,0
16115,42,0,1,50,0,1,2,1
28880,36,0,1,56,2,1,2,0
23899,34,1,6,45,2,1,2,0
30987,50,0,4,40,1,3,2,0
15697,43,1,4,60,1,3,2,0
15180,39,1,1,40,2,1,2,0
15898,18,1,6,20,1,0,2,0
9370,33,0,1,40,2,4,2,0
25015,37,1,6,35,1,0,2,0
4913,59,0,1,16,2,1,2,0
31274,40,0,5,40,2,2,2,0
17183,78,0,1,25,1,0,2,0
17254,19,1,4,50,0,1,2,0
30378,55,1,1,40,1,1,2,0
41,43,1,6,40,1,4,0,1
15166,28,1,3,60,1,3,2,0
10213,35,1,0,32,1,1,2,0
25709,17,1,4,20,1,0,2,0
20876,20,1,5,45,1,1,2,0
24559,21,1,4,25,2,1,2,0
13520,48,0,3,45,1,2,2,0
29723,33,1,5,40,1,1,2,0
24521,49,0,6,50,2,3,2,1
4876,29,1,1,40,0,0,2,0
31648,29,1,1,40,2,1,2,0
14520,23,1,1,40,2,0,2,0
28045,47,0,6,45,2,5,2,1
4149,67,1,1,35,1,1,3,0
16028,46,0,0,40,0,1,2,0
28750,51,1,5,30,1,0,2,0
2897,31,0,3,55,0,3,4,1
7303,39,0,6,40,1,1,2,0
449,60,0,6,45,2,3,0,1
8417,31,0,1,40,0,0,2,0
21807,44,1,1,50,0,0,2,0
28190,28,0,1,40,2,1,2,0
18247,58,1,1,40,0,1,2,0
29448,45,0,3,60,1,6,2,1
16709,40,1,4,25,0,1,2,0
5405,39,0,1,40,1,1,2,0
25694,64,0,1,40,1,0,2,0
14837,26,1,0,40,0,1,2,0
6763,34,1,5,40,1,1,2,0
26674,27,1,1,40,0,1,2,0
6335,61,0,1,20,0,0,2,0
23170,26,0,0,40,1,1,2,0
8605,40,0,1,43,1,1,2,0
23155,26,0,1,55,1,0,2,0
31947,40,0,6,45,1,3,2,0
31169,21,1,0,27,0,1,2,0
29956,33,0,5,38,2,1,2,0
38,37,1,3,60,1,6,0,1
4466,27,1,3,35,0,4,2,0
12649,37,0,1,40,1,1,2,0
30754,34,1,4,40,2,2,2,0
12540,38,0,0,48,0,1,2,0
7732,29,0,1,48,1,2,2,0
6833,44,0,4,60,0,1,2,0
26117,32,1,1,16,2,1,2,0
17053,43,0,3,50,2,5,2,1
16974,22,0,5,50,1,1,2,0
20763,56,1,5,40,1,1,2,0
24697,40,1,6,50,1,1,2,0
23882,21,1,5,40,1,1,2,0
25450,55,1,5,16,2,1,2,0
24061,39,0,1,40,2,3,2,1
28920,57,1,4,40,2,3,2,0
21659,61,0,0,40,2,2,2,0
12849,53,1,0,43,2,1,2,0
29259,33,1,3,45,1,3,2,0
18382,36,1,0,40,0,1,2,0
18834,55,0,6,40,1,1,2,1
1874,39,0,6,47,0,5,4,1
26501,46,0,1,40,2,0,2,0
11848,23,1,5,60,1,1,2,0
26018,17,1,1,20,1,0,2,0
22814,46,0,1,40,1,1,2,0
26322,45,1,6,45,1,4,2,0
4217,19,1,5,24,2,1,3,0
31659,47,1,6,55,2,0,2,0
3633,47,0,3,40,1,3,3,0
4994,32,0,0,40,2,3,2,1
23169,25,0,1,40,1,0,2,0
8963,53,0,1,40,1,0,2,0
15230,49,0,0,40,1,3,2,1
5068,32,1,1,38,1,1,2,0
17050,28,1,0,40,1,0,2,0
6727,48,0,6,45,0,3,2,1
5865,23,1,3,50,1,3,2,0
18775,61,1,6,50,1,1,2,1
13703,53,1,6,40,1,1,2,0
17441,27,1,3,55,1,3,2,0
11981,44,0,6,35,0,3,2,1
27718,27,1,3,40,1,3,2,0
27649,30,1,4,35,1,1,2,0
10802,38,0,3,45,2,5,2,1
31305,19,1,5,30,1,1,2,0
28521,45,1,0,50,1,1,2,0
29654,26,1,1,40,2,1,2,0
6227,90,1,5,35,0,1,2,0
11367,20,1,5,20,1,1,2,0
27226,21,1,1,40,0,1,2,0
7835,29,0,6,50,0,2,2,0
22289,24,0,5,40,1,1,2,0
18881,27,1,0,40,2,1,2,0
7386,31,1,1,50,0,1,2,0
22249,33,1,5,40,1,1,2,0
32413,56,1,5,40,1,1,2,0
7713,31,0,5,40,0,0,2,1
24311,38,0,1,40,1,2,2,0
23836,59,0,6,22,1,3,2,1
9599,30,1,1,40,0,1,2,0
23577,38,1,0,40,2,1,2,0
5191,35,0,4,45,1,4,2,1
11591,58,0,6,40,0,1,2,1
7364,44,0,0,38,2,1,2,0
17667,31,0,6,55,1,3,2,1
13770,31,1,6,60,1,3,2,1
13311,38,0,3,40,2,1,2,0
14442,33,1,0,40,1,3,2,0
9157,49,0,0,40,0,4,2,0
31450,42,1,1,40,1,1,2,0
29794,42,1,5,40,0,1,2,0
8803,44,1,4,50,1,1,2,0
1347,42,1,3,38,0,3,0,1
7130,26,1,1,20,1,0,2,0
9534,57,1,5,40,1,0,2,0
20571,31,1,5,40,2,0,2,0
17468,27,1,1,40,2,1,2,0
300,47,0,1,45,1,6,0,0
2995,43,1,1,50,1,1,4,0
2115,43,0,3,40,1,4,4,1
32038,27,1,1,40,1,1,2,0
14587,45,0,1,40,1,1,2,0
15653,28,0,1,40,1,0,2,0
17422,32,1,1,40,1,1,2,0
17822,32,1,3,40,1,3,2,0
31718,25,1,1,26,0,2,2,0
2939,50,0,3,40,1,3,4,0
23833,45,0,1,40,0,1,2,0
2481,45,0,3,50,2,6,4,1
23961,47,0,1,40,2,2,2,1
6339,31,0,3,40,2,1,2,0
10116,19,1,0,38,1,1,2,0
16524,42,0,3,40,1,2,2,1
8528,46,0,1,40,2,1,2,0
2032,46,0,1,40,1,3,4,1
21852,48,0,1,40,2,1,2,1
17882,27,1,5,40,0,3,2,0
19185,20,1,4,30,2,1,2,0
19116,30,1,1,20,1,1,2,0
19009,46,0,6,53,2,3,2,1
18333,19,1,0,30,2,1,2,0
31750,52,0,4,60,0,1,2,1
18815,33,1,0,60,2,3,2,1
14825,48,0,0,40,2,1,2,1
25759,34,0,6,45,1,1,2,0
15418,39,0,1,40,1,1,2,1
6455,47,0,1,25,0,1,2,0
16099,45,0,6,40,2,3,2,1
27445,33,0,1,46,2,1,2,0
18864,29,1,6,38,1,1,2,0
21403,38,1,4,45,1,3,2,1
5758,23,0,1,40,1,0,2,0
21596,29,0,1,50,2,2,2,0
19815,55,1,6,60,1,1,2,0
23053,23,1,1,40,2,1,2,0
21336,26,1,1,40,1,1,2,0
23666,53,0,1,36,2,1,2,1
10872,49,1,0,40,1,1,2,0
23369,48,1,0,40,1,2,2,0
32274,36,1,0,38,2,1,2,0
10275,46,1,6,63,0,2,2,0
9938,28,0,4,63,1,1,2,0
17787,24,1,0,20,1,3,2,0
25843,29,1,5,40,1,1,2,0
27185,27,1,3,30,0,2,2,0
28267,23,1,0,40,1,3,2,0
11467,53,0,0,40,1,1,2,0
604,44,0,4,40,2,1,0,1
10912,31,0,5,35,1,1,2,0
1089,18,1,5,20,1,1,0,0
30643,61,0,1,40,0,1,2,0
29986,28,1,5,24,0,1,2,0
18423,38,0,1,40,2,1,2,0
7524,38,1,5,50,1,1,2,0
11328,32,1,5,40,0,1,2,0
4669,24,1,6,40,2,3,2,0
20316,32,1,0,40,0,2,2,0
26183,41,0,1,50,1,1,2,1
24921,62,1,5,35,2,1,2,0
7435,27,1,0,35,1,2,2,0
29111,63,0,4,40,1,0,2,0
21073,37,0,1,40,0,1,2,0
20357,20,1,1,40,2,1,2,0
11872,61,0,1,40,2,0,2,1
30400,54,1,6,45,0,1,2,1
18876,46,0,0,40,1,2,2,0
1336,34,0,1,40,0,1,0,0
25680,34,1,0,42,2,1,2,0
27232,38,0,3,50,1,6,2,1
12111,41,0,1,40,1,1,2,0
13985,29,0,0,40,1,1,2,0
30413,68,1,1,20,2,0,2,0
31008,24,1,1,40,2,2,2,0
14286,41,0,1,40,1,3,2,1
10750,74,0,6,40,0,1,2,1
26565,47,1,4,50,0,1,2,0
31040,52,0,4,40,1,2,2,1
11825,43,1,1,60,1,1,2,0
24094,25,0,1,40,2,1,2,0
21022,48,1,6,40,1,4,2,0
14714,36,0,1,50,1,1,2,1
23451,27,1,1,40,0,1,2,0
7508,53,0,1,60,2,0,2,1
21847,20,1,1,40,1,1,2,0
20034,58,0,1,40,0,1,2,0
26663,67,0,6,40,2,4,2,1
19079,56,0,5,40,0,0,2,0
10561,27,0,5,40,1,1,2,0
26297,37,1,1,40,1,0,2,0
28394,30,0,1,45,0,1,2,0
28643,26,1,1,40,2,1,2,0
14247,23,1,5,20,0,3,2,0
24799,24,0,5,24,1,1,2,0
4844,40,0,5,40,0,0,2,0
29298,24,0,3,50,0,3,2,0
30386,71,0,1,35,1,1,2,0
14624,27,1,6,40,2,1,2,0
19082,45,0,6,40,1,1,2,0
8494,32,1,1,40,0,1,2,1
15445,17,1,4,24,1,0,2,0
22901,41,0,1,40,2,1,2,0
16025,64,0,4,35,0,1,2,0
7932,44,0,1,40,2,1,2,0
6679,38,0,1,40,0,0,2,0
13588,28,1,4,60,0,1,2,0
30790,37,0,0,20,1,1,2,0
9172,51,1,0,20,1,3,2,0
16432,34,0,1,40,0,1,2,1
29722,46,1,1,37,1,1,2,0
22326,24,1,1,35,2,3,2,0
73,55,0,6,50,2,3,0,1
23915,39,0,1,30,1,3,2,1
26342,42,0,1,40,2,0,2,0
29217,22,1,5,30,0,1,2,0
6605,40,1,6,40,1,1,2,0
26308,32,0,6,40,1,3,2,0
26326,36,1,5,60,0,2,2,1
14511,23,0,1,45,1,1,2,0
26506,28,1,1,40,1,0,2,0
28724,41,1,1,48,1,1,2,0
21673,47,1,1,65,2,3,2,0
5453,33,0,1,40,0,1,2,0
14374,64,1,1,40,0,0,2,0
26411,33,0,1,40,1,0,2,0
28854,34,0,1,40,1,1,2,1
8011,29,1,6,50,1,2,2,0
19066,30,1,0,40,1,2,2,0
22436,20,1,5,20,1,1,2,0
23839,31,0,1,45,1,1,2,0
24084,30,1,0,62,2,1,2,0
8537,22,1,1,20,2,1,2,0
17193,35,1,1,40,1,0,2,0
19317,30,0,4,40,0,1,2,0
84,37,0,4,50,1,3,0,1
1978,45,0,6,50,2,4,4,1
818,55,0,1,40,2,1,0,1
12012,27,1,3,40,0,3,2,0
15700,46,0,6,40,0,2,2,0
27424,45,1,3,45,0,3,2,0
18917,24,1,5,25,0,1,2,0
10078,33,1,1,40,1,1,2,0
27775,32,0,6,45,1,0,2,0
17389,35,0,3,50,1,1,2,0
20208,23,1,1,40,1,1,2,0
19622,19,1,1,40,2,1,2,0
30646,36,0,5,40,2,0,2,0
18998,31,1,1,35,0,0,2,0
14353,48,0,0,40,1,1,2,1
24078,27,1,1,40,1,1,2,0
6342,29,1,5,40,1,1,2,0
10350,30,0,4,40,1,0,2,0
31784,61,1,0,20,2,1,2,0
31222,22,1,1,40,1,1,2,0
4298,27,1,5,40,0,1,2,0
28427,47,1,0,40,1,1,2,0
17190,29,1,4,60,0,3,2,0
18740,20,1,1,45,0,1,2,0
15375,36,1,4,20,2,3,2,0
9581,33,1,1,55,2,1,2,0
6299,19,1,4,35,1,1,2,0
4229,38,1,1,40,1,0,3,0
4193,18,1,1,40,0,0,3,0
18734,30,1,0,20,1,4,2,0
4709,28,1,1,40,0,1,2,0
20868,25,0,1,40,1,0,2,0
18391,35,1,3,40,1,3,2,0
3334,51,0,1,40,1,1,3,1
28451,37,0,5,40,1,1,2,0
23519,36,0,4,50,1,0,2,1
28008,27,1,4,50,1,1,2,0
8006,40,1,0,40,1,2,2,0
17692,19,1,5,40,2,1,2,0
11506,43,1,1,40,1,1,2,0
6613,24,1,1,40,1,1,2,0
10679,22,1,5,30,2,1,2,0
3719,39,0,6,50,0,3,3,1
7752,36,0,5,20,1,1,2,0
23690,42,0,1,60,1,0,2,0
1289,41,1,1,40,0,1,0,0
23226,53,1,0,40,1,1,2,0
19502,47,1,5,50,1,4,2,1
10362,49,0,1,50,1,1,2,1
21840,35,0,1,40,1,3,2,1
10052,56,0,1,36,1,0,2,0
5611,30,0,1,45,0,0,2,0
6362,30,0,5,40,0,2,2,1
30604,22,1,5,20,2,1,2,0
12952,21,1,1,40,0,1,2,0
16780,29,1,5,40,1,1,2,0
22020,23,1,0,40,0,1,2,0
24790,40,1,6,50,2,1,2,1
1117,19,1,1,35,1,0,0,0
14849,52,0,3,40,1,3,2,1
18176,57,1,4,40,1,1,2,0
20801,42,0,3,40,2,1,2,0
1632,69,0,3,40,2,5,4,1
26932,32,0,6,40,1,1,2,0
27689,49,0,4,40,1,0,2,0
5498,40,1,1,40,1,0,2,0
13797,26,1,4,40,1,1,2,0
15112,28,0,3,43,1,3,2,0
6047,26,0,1,35,0,1,2,0
25955,47,1,4,52,1,1,2,0
17564,32,1,5,40,1,0,2,0
30592,55,1,3,40,2,3,2,1
18358,18,1,5,20,0,1,2,0
16639,22,1,6,42,1,1,2,0
31843,57,1,6,55,1,5,2,1
3149,52,0,1,40,1,1,4,0
23485,46,1,5,40,0,1,2,0
7459,49,0,5,40,1,0,2,0
17623,67,1,3,16,2,1,2,0
532,24,1,0,40,1,1,0,0
18572,18,1,4,20,1,0,2,0
9247,23,1,5,40,1,2,2,0
16670,37,0,0,50,1,1,2,0
17258,38,0,3,40,1,5,2,0
14766,27,1,3,40,2,2,2,0
11201,45,0,4,65,1,1,2,1
6436,55,0,4,50,1,3,2,1
7715,20,1,6,47,1,1,2,0
26863,68,0,6,40,0,1,2,1
25317,60,0,6,60,2,2,2,1
26058,55,0,1,45,2,1,2,0
32552,32,0,1,40,0,0,2,0
19333,32,1,4,50,0,1,2,0
11917,38,0,1,35,1,3,2,0
2714,53,0,4,60,1,4,4,1
14236,73,0,6,35,1,1,2,0
27640,38,0,4,50,0,1,2,1
25080,24,0,1,40,0,2,2,0
11740,19,1,5,35,0,1,2,0
18896,44,0,1,40,1,1,2,0
15961,29,1,0,40,1,1,2,0
13833,33,0,1,20,2,0,2,0
23111,30,0,3,45,0,4,2,0
25617,41,1,4,50,1,1,2,0
14225,50,1,3,60,1,3,2,1
13446,57,0,6,40,2,1,2,0
865,42,0,3,40,0,3,0,1
20433,20,1,0,25,2,1,2,0
8114,30,0,4,40,1,3,2,0
4359,43,1,1,40,1,1,2,0
30555,30,1,6,52,1,1,2,0
19574,36,0,3,20,1,1,2,1
22956,40,0,6,40,1,3,2,1
32215,40,1,1,35,1,1,2,0
28485,62,0,3,40,2,4,2,0
23193,30,0,0,40,2,1,2,0
26198,23,1,5,40,1,0,2,0
22357,23,1,1,33,1,2,2,0
7379,31,0,1,40,1,2,2,0
9509,29,1,3,40,0,3,2,0
702,53,0,1,40,1,1,0,1
22196,44,0,4,60,1,3,2,1
18742,41,0,1,40,2,1,2,1
18919,35,0,4,40,0,4,2,1
7842,24,1,1,40,0,3,2,0
19062,21,1,1,40,1,0,2,0
29250,51,0,4,40,2,1,2,0
21646,44,0,3,45,2,1,2,1
18612,23,0,6,30,2,1,2,0
29412,52,0,1,40,0,1,2,0
1562,32,0,3,50,1,3,4,1
2566,57,0,6,45,1,1,4,1
326,27,1,1,40,1,1,0,0
19537,37,0,1,40,1,1,2,0
25082,18,1,0,20,1,0,2,0
18139,48,0,6,50,1,0,2,0
8051,24,1,5,30,0,2,2,0
8474,44,0,1,40,1,2,2,1
18769,46,1,3,40,0,1,2,0
24993,62,0,1,40,1,0,2,0
6185,42,0,1,45,2,3,2,0
30728,43,1,3,40,0,3,2,0
25152,29,1,3,20,1,4,2,0
22568,33,1,1,40,2,1,2,0
29385,27,1,1,40,1,1,2,0
20849,21,1,4,20,1,1,2,0
25353,66,0,1,40,0,0,2,0
28009,31,1,6,50,1,1,2,0
22035,60,0,4,50,1,1,2,0
13295,28,1,1,40,1,0,2,0
30663,38,0,3,50,1,4,2,1
10538,32,0,1,40,1,0,2,0
32244,28,1,1,45,1,2,2,0
21743,33,1,0,38,0,1,2,0
18351,57,0,1,40,1,0,2,1
14760,46,0,5,30,1,3,2,1
8940,33,1,0,40,1,1,2,0
20091,30,1,4,40,1,1,2,0
18053,42,1,0,40,1,3,2,0
27136,18,1,5,20,2,1,2,0
20055,52,1,0,40,1,1,2,0
4469,35,1,6,40,0,1,2,0
29440,58,1,1,40,0,0,2,0
4641,46,1,1,40,1,3,2,0
9334,28,1,5,30,1,1,2,0
17529,58,0,0,40,1,1,2,0
8138,20,1,1,30,1,1,2,0
27940,48,1,5,40,1,1,2,0
26605,60,1,5,40,1,0,2,0
2891,51,0,5,40,0,1,4,1
19463,59,0,1,40,1,1,2,1
29613,54,1,4,35,2,1,2,0
23250,35,0,1,60,2,1,2,0
18069,28,0,1,40,1,1,2,0
13335,28,0,1,65,1,3,2,1
1564,49,0,3,35,0,5,4,1
536,48,0,3,60,0,6,0,1
25989,54,1,1,55,2,1,2,0
12513,33,1,5,48,1,1,2,0
4278,50,1,6,55,1,3,2,1
27453,41,0,6,60,2,0,2,0
2439,37,0,0,40,1,2,4,1
19892,33,1,1,35,2,0,2,0
9237,46,0,5,40,0,4,2,1
12817,63,1,3,40,2,4,2,1
9775,30,1,3,40,1,3,2,0
482,39,0,3,24,2,4,0,1
10979,23,1,4,30,1,2,2,0
9211,31,0,5,55,2,1,2,0
714,45,0,1,40,1,1,0,1
24165,26,1,6,50,0,3,2,0
1599,47,0,6,50,2,4,4,1
25128,28,0,1,40,2,2,2,0
21622,44,1,5,35,1,3,2,0
5617,35,1,1,40,1,1,2,0
12563,21,1,1,40,2,1,2,0
3988,49,1,1,40,1,0,3,0
2837,28,0,0,32,0,1,4,1
18353,54,0,1,40,0,1,2,1
20762,58,1,6,38,0,3,2,0
16285,29,0,1,48,1,1,2,0
14320,46,0,5,40,0,1,2,1
2226,65,1,3,50,1,1,4,1
93,62,0,1,60,2,3,0,1
28583,52,0,1,40,2,0,2,0
25194,49,1,1,35,0,1,2,0
19015,23,1,0,40,1,3,2,0
15137,35,0,1,38,0,1,2,0
10367,38,1,5,40,0,1,2,0
15049,31,0,4,48,2,3,2,0
27600,36,0,6,50,1,2,2,1
7018,45,1,1,48,1,0,2,0
30511,24,1,1,40,1,1,2,0
578,59,0,3,43,0,3,0,1
13592,48,1,0,43,2,1,2,0
31910,36,0,1,40,1,1,2,0
688,37,0,1,50,2,1,0,0
31558,29,1,3,40,0,0,2,0
13362,46,0,0,40,2,1,2,0
19880,50,1,3,40,0,1,2,0
3294,51,0,6,55,1,1,3,1
31022,34,0,5,40,0,1,2,1
32313,44,1,6,50,0,2,2,0
10291,39,0,1,52,1,1,2,1
15971,28,1,1,40,2,3,2,0
27719,19,1,1,16,1,1,2,0
25156,26,1,1,40,2,1,2,0
27368,36,0,3,36,1,6,2,1
9098,35,1,1,50,0,4,2,1
3211,30,1,1,50,0,2,3,1
2248,45,1,1,48,1,1,4,1
10216,33,1,3,40,0,3,2,0
23376,48,1,1,40,2,1,2,0
7616,47,0,3,50,1,1,2,0
30161,61,1,5,40,1,1,2,0
4142,30,1,4,30,0,1,3,0
20546,46,1,0,40,1,1,2,0
2137,53,1,6,50,2,4,4,1
29339,18,1,1,30,0,1,2,0
11527,45,1,3,40,2,4,2,0
5257,32,0,0,40,0,1,2,0
5309,55,1,0,25,1,1,2,0
26552,22,1,3,54,2,1,2,0
10063,48,1,4,40,1,3,2,1
11369,38,0,6,40,0,3,2,1
3157,29,0,1,40,0,1,4,0
3783,58,0,1,50,1,0,3,0
7856,67,0,6,40,1,0,2,0
