id,user_id,source,action,created_at,datapoint_count,question,question_id
3456,a69e9b28-db05-4afb-abae-08731d7ed092,teaching,question,2024-04-11 09:44:38.630867,5," To <b>switch the model’s prediction</b>, which attributes would need to be different?",7
3576,a69e9b28-db05-4afb-abae-08731d7ed092,teaching,question,2024-04-11 09:45:02.775903,6, Which attributes have the <b>smallest</b> impact on the model’s prediction for the current person?,27
3600,a69e9b28-db05-4afb-abae-08731d7ed092,teaching,question,2024-04-11 09:45:09.546504,6, What is the <b>strength</b> of each attribute for the current model prediction? ,24
3634,a69e9b28-db05-4afb-abae-08731d7ed092,teaching,question,2024-04-11 09:45:16.240814,6," To <b>switch the model’s prediction</b>, which attributes would need to be different?",7
3822,a69e9b28-db05-4afb-abae-08731d7ed092,teaching,question,2024-04-11 09:45:57.184912,7," To <b>switch the model’s prediction</b>, which attributes would need to be different?",7
3848,a69e9b28-db05-4afb-abae-08731d7ed092,teaching,question,2024-04-11 09:46:01.037179,7, What is the <b>strength</b> of each attribute for the current model prediction? ,24
4128,a69e9b28-db05-4afb-abae-08731d7ed092,teaching,question,2024-04-11 09:47:01.496924,8,Which group of attributes <b>most definitely predicts the current outcome</b> independently of the other attributes?,11
4032,a69e9b28-db05-4afb-abae-08731d7ed092,teaching,question,2024-04-11 09:46:43.027437,8," To <b>switch the model’s prediction</b>, which attributes would need to be different?",7
4302,a69e9b28-db05-4afb-abae-08731d7ed092,teaching,question,2024-04-11 09:47:36.616530,9, What is the <b>strength</b> of each attribute for the current model prediction? ,24
4311,a69e9b28-db05-4afb-abae-08731d7ed092,teaching,question,2024-04-11 09:47:38.823094,9," To <b>switch the model’s prediction</b>, which attributes would need to be different?",7
4337,a69e9b28-db05-4afb-abae-08731d7ed092,teaching,question,2024-04-11 09:47:46.007341,9,Which group of attributes <b>most definitely predicts the current outcome</b> independently of the other attributes?,11
4502,a69e9b28-db05-4afb-abae-08731d7ed092,teaching,question,2024-04-11 09:48:18.062405,10," To <b>switch the model’s prediction</b>, which attributes would need to be different?",7
4532,a69e9b28-db05-4afb-abae-08731d7ed092,teaching,question,2024-04-11 09:48:22.660821,10,Which group of attributes <b>most definitely predicts the current outcome</b> independently of the other attributes?,11
3206,81c36a08-5482-4b74-9534-ed0c77caac3f,teaching,question,2024-04-11 09:43:39.894849,1, Which attributes have the <b>biggest</b> impact on the model’s prediction for the current person?,23
3272,81c36a08-5482-4b74-9534-ed0c77caac3f,teaching,question,2024-04-11 09:43:53.563847,1," To <b>switch the model’s prediction</b>, which attributes would need to be different?",7
3350,81c36a08-5482-4b74-9534-ed0c77caac3f,teaching,question,2024-04-11 09:44:12.817589,1," What happens if the <b>value</b> of Age <b>is changed</b>, keeping all the other attributes the same?",25
3352,81c36a08-5482-4b74-9534-ed0c77caac3f,teaching,question,2024-04-11 09:44:12.911797,1," What happens if the <b>value</b> of Age <b>is changed</b>, keeping all the other attributes the same?",25
3507,81c36a08-5482-4b74-9534-ed0c77caac3f,teaching,question,2024-04-11 09:44:49.379732,2,Which group of attributes <b>most definitely predicts the current outcome</b> independently of the other attributes?,11
3547,81c36a08-5482-4b74-9534-ed0c77caac3f,teaching,question,2024-04-11 09:44:57.399779,2, What is the <b>strength</b> of each attribute for the current model prediction? ,24
3739,81c36a08-5482-4b74-9534-ed0c77caac3f,teaching,question,2024-04-11 09:45:41.016650,3, What is the <b>strength</b> of each attribute for the current model prediction? ,24
3871,81c36a08-5482-4b74-9534-ed0c77caac3f,teaching,question,2024-04-11 09:46:04.721817,4, What is the <b>strength</b> of each attribute for the current model prediction? ,24
5510,81c36a08-5482-4b74-9534-ed0c77caac3f,teaching,question,2024-04-11 09:51:02.274590,5, What is the <b>strength</b> of each attribute for the current model prediction? ,24
6065,81c36a08-5482-4b74-9534-ed0c77caac3f,teaching,question,2024-04-11 09:52:40.362266,8, What is the <b>strength</b> of each attribute for the current model prediction? ,24
5868,81c36a08-5482-4b74-9534-ed0c77caac3f,teaching,question,2024-04-11 09:52:03.492014,6, What is the <b>strength</b> of each attribute for the current model prediction? ,24
5985,81c36a08-5482-4b74-9534-ed0c77caac3f,teaching,question,2024-04-11 09:52:24.661852,7, What is the <b>strength</b> of each attribute for the current model prediction? ,24
6408,81c36a08-5482-4b74-9534-ed0c77caac3f,teaching,question,2024-04-11 09:53:42.911770,9, What is the <b>strength</b> of each attribute for the current model prediction? ,24
6526,81c36a08-5482-4b74-9534-ed0c77caac3f,teaching,question,2024-04-11 09:54:06.966973,10, What is the <b>strength</b> of each attribute for the current model prediction? ,24
3941,9fc87100-8e38-4b49-be75-576f1590503b,teaching,question,2024-04-11 09:46:22.299559,1," What happens if the <b>value</b> of Education Level <b>is changed</b>, keeping all the other attributes the same?",25
4081,9fc87100-8e38-4b49-be75-576f1590503b,teaching,question,2024-04-11 09:46:51.585973,1, What is the <b>strength</b> of each attribute for the current model prediction? ,24
4016,9fc87100-8e38-4b49-be75-576f1590503b,teaching,question,2024-04-11 09:46:38.393574,1," To <b>switch the model’s prediction</b>, which attributes would need to be different?",7
3942,9fc87100-8e38-4b49-be75-576f1590503b,teaching,question,2024-04-11 09:46:22.300828,1," What happens if the <b>value</b> of Education Level <b>is changed</b>, keeping all the other attributes the same?",25
4350,9fc87100-8e38-4b49-be75-576f1590503b,teaching,question,2024-04-11 09:47:49.238070,2, Which attributes have the <b>biggest</b> impact on the model’s prediction for the current person?,23
4498,9fc87100-8e38-4b49-be75-576f1590503b,teaching,question,2024-04-11 09:48:17.312716,2, What is the <b>strength</b> of each attribute for the current model prediction? ,24
4434,9fc87100-8e38-4b49-be75-576f1590503b,teaching,question,2024-04-11 09:48:03.905182,2, Which attributes have the <b>smallest</b> impact on the model’s prediction for the current person?,27
4999,9fc87100-8e38-4b49-be75-576f1590503b,teaching,question,2024-04-11 09:49:34.913755,4, Which attributes have the <b>smallest</b> impact on the model’s prediction for the current person?,27
4954,9fc87100-8e38-4b49-be75-576f1590503b,teaching,question,2024-04-11 09:49:25.849812,4, Which attributes have the <b>biggest</b> impact on the model’s prediction for the current person?,23
5082,9fc87100-8e38-4b49-be75-576f1590503b,teaching,question,2024-04-11 09:49:48.636633,4, What is the <b>strength</b> of each attribute for the current model prediction? ,24
2941,e13c0b03-d9c9-4554-bdf4-4ab6128c19b9,teaching,question,2024-04-11 09:42:16.671511,2, Which attributes have the <b>biggest</b> impact on the model’s prediction for the current person?,23
3030,e13c0b03-d9c9-4554-bdf4-4ab6128c19b9,teaching,question,2024-04-11 09:42:54.039329,2, Which attributes have the <b>smallest</b> impact on the model’s prediction for the current person?,27
3059,e13c0b03-d9c9-4554-bdf4-4ab6128c19b9,teaching,question,2024-04-11 09:43:01.505586,2, What is the <b>strength</b> of each attribute for the current model prediction? ,24
2457,e13c0b03-d9c9-4554-bdf4-4ab6128c19b9,teaching,question,2024-04-11 09:39:00.560967,1, Which attributes have the <b>biggest</b> impact on the model’s prediction for the current person?,23
2730,e13c0b03-d9c9-4554-bdf4-4ab6128c19b9,teaching,question,2024-04-11 09:41:04.274666,1, How are the different values of Age <b>distributed</b> in the dataset?,13
2770,e13c0b03-d9c9-4554-bdf4-4ab6128c19b9,teaching,question,2024-04-11 09:41:16.913681,1,Which group of attributes <b>most definitely predicts the current outcome</b> independently of the other attributes?,11
2702,e13c0b03-d9c9-4554-bdf4-4ab6128c19b9,teaching,question,2024-04-11 09:40:52.027504,1," What happens if the <b>value</b> of Marital Status <b>is changed</b>, keeping all the other attributes the same?",25
2701,e13c0b03-d9c9-4554-bdf4-4ab6128c19b9,teaching,question,2024-04-11 09:40:51.979554,1," What happens if the <b>value</b> of Marital Status <b>is changed</b>, keeping all the other attributes the same?",25
2659,e13c0b03-d9c9-4554-bdf4-4ab6128c19b9,teaching,question,2024-04-11 09:40:34.575364,1, Which attributes have the <b>smallest</b> impact on the model’s prediction for the current person?,27
2731,e13c0b03-d9c9-4554-bdf4-4ab6128c19b9,teaching,question,2024-04-11 09:41:04.277051,1, How are the different values of Age <b>distributed</b> in the dataset?,13
3211,e13c0b03-d9c9-4554-bdf4-4ab6128c19b9,teaching,question,2024-04-11 09:43:40.965620,2," To <b>switch the model’s prediction</b>, which attributes would need to be different?",7
3445,e13c0b03-d9c9-4554-bdf4-4ab6128c19b9,teaching,question,2024-04-11 09:44:37.492377,3, Which attributes have the <b>biggest</b> impact on the model’s prediction for the current person?,23
3642,e13c0b03-d9c9-4554-bdf4-4ab6128c19b9,teaching,question,2024-04-11 09:45:19.864483,3," To <b>switch the model’s prediction</b>, which attributes would need to be different?",7
3644,e13c0b03-d9c9-4554-bdf4-4ab6128c19b9,teaching,question,2024-04-11 09:45:20.406416,3, What is the <b>strength</b> of each attribute for the current model prediction? ,24
3976,e13c0b03-d9c9-4554-bdf4-4ab6128c19b9,teaching,question,2024-04-11 09:46:30.828325,3," What happens if the <b>value</b> of Investment Outcome <b>is changed</b>, keeping all the other attributes the same?",25
3975,e13c0b03-d9c9-4554-bdf4-4ab6128c19b9,teaching,question,2024-04-11 09:46:30.823088,3," What happens if the <b>value</b> of Investment Outcome <b>is changed</b>, keeping all the other attributes the same?",25
4253,e13c0b03-d9c9-4554-bdf4-4ab6128c19b9,teaching,question,2024-04-11 09:47:26.565724,4, Which attributes have the <b>biggest</b> impact on the model’s prediction for the current person?,23
5401,e13c0b03-d9c9-4554-bdf4-4ab6128c19b9,teaching,question,2024-04-11 09:50:41.887563,5, Which attributes have the <b>biggest</b> impact on the model’s prediction for the current person?,23
4469,e13c0b03-d9c9-4554-bdf4-4ab6128c19b9,teaching,question,2024-04-11 09:48:10.386562,4, Which attributes have the <b>smallest</b> impact on the model’s prediction for the current person?,27
4481,e13c0b03-d9c9-4554-bdf4-4ab6128c19b9,teaching,question,2024-04-11 09:48:13.876510,4, What is the <b>strength</b> of each attribute for the current model prediction? ,24
4736,e13c0b03-d9c9-4554-bdf4-4ab6128c19b9,teaching,question,2024-04-11 09:48:54.044593,4," To <b>switch the model’s prediction</b>, which attributes would need to be different?",7
5614,e13c0b03-d9c9-4554-bdf4-4ab6128c19b9,teaching,question,2024-04-11 09:51:16.536490,5," To <b>switch the model’s prediction</b>, which attributes would need to be different?",7
5518,e13c0b03-d9c9-4554-bdf4-4ab6128c19b9,teaching,question,2024-04-11 09:51:04.248380,5, What is the <b>strength</b> of each attribute for the current model prediction? ,24
7856,e13c0b03-d9c9-4554-bdf4-4ab6128c19b9,teaching,question,2024-04-11 09:59:17.778922,9, Which attributes have the <b>biggest</b> impact on the model’s prediction for the current person?,23
7901,e13c0b03-d9c9-4554-bdf4-4ab6128c19b9,teaching,question,2024-04-11 09:59:29.957640,9, What is the <b>strength</b> of each attribute for the current model prediction? ,24
6132,e13c0b03-d9c9-4554-bdf4-4ab6128c19b9,teaching,question,2024-04-11 09:52:51.382554,6, What is the <b>strength</b> of each attribute for the current model prediction? ,24
6061,e13c0b03-d9c9-4554-bdf4-4ab6128c19b9,teaching,question,2024-04-11 09:52:39.599405,6, Which attributes have the <b>biggest</b> impact on the model’s prediction for the current person?,23
6235,e13c0b03-d9c9-4554-bdf4-4ab6128c19b9,teaching,question,2024-04-11 09:53:09.682461,6," To <b>switch the model’s prediction</b>, which attributes would need to be different?",7
6186,e13c0b03-d9c9-4554-bdf4-4ab6128c19b9,teaching,question,2024-04-11 09:53:01.894555,6,Which group of attributes <b>most definitely predicts the current outcome</b> independently of the other attributes?,11
6901,e13c0b03-d9c9-4554-bdf4-4ab6128c19b9,teaching,question,2024-04-11 09:55:16.237555,7, What is the <b>strength</b> of each attribute for the current model prediction? ,24
6855,e13c0b03-d9c9-4554-bdf4-4ab6128c19b9,teaching,question,2024-04-11 09:55:06.311852,7, Which attributes have the <b>biggest</b> impact on the model’s prediction for the current person?,23
6960,e13c0b03-d9c9-4554-bdf4-4ab6128c19b9,teaching,question,2024-04-11 09:55:29.240060,7," To <b>switch the model’s prediction</b>, which attributes would need to be different?",7
7233,e13c0b03-d9c9-4554-bdf4-4ab6128c19b9,teaching,question,2024-04-11 09:56:31.620934,8, Which attributes have the <b>biggest</b> impact on the model’s prediction for the current person?,23
7978,e13c0b03-d9c9-4554-bdf4-4ab6128c19b9,teaching,question,2024-04-11 09:59:50.329889,9," To <b>switch the model’s prediction</b>, which attributes would need to be different?",7
7319,e13c0b03-d9c9-4554-bdf4-4ab6128c19b9,teaching,question,2024-04-11 09:56:52.150564,8, Which attributes have the <b>smallest</b> impact on the model’s prediction for the current person?,27
7334,e13c0b03-d9c9-4554-bdf4-4ab6128c19b9,teaching,question,2024-04-11 09:56:54.825725,8, What is the <b>strength</b> of each attribute for the current model prediction? ,24
7412,e13c0b03-d9c9-4554-bdf4-4ab6128c19b9,teaching,question,2024-04-11 09:57:17.425240,8," To <b>switch the model’s prediction</b>, which attributes would need to be different?",7
8173,e13c0b03-d9c9-4554-bdf4-4ab6128c19b9,teaching,question,2024-04-11 10:00:38.408383,9," What happens if the <b>value</b> of Marital Status <b>is changed</b>, keeping all the other attributes the same?",25
8174,e13c0b03-d9c9-4554-bdf4-4ab6128c19b9,teaching,question,2024-04-11 10:00:38.479798,9," What happens if the <b>value</b> of Marital Status <b>is changed</b>, keeping all the other attributes the same?",25
8205,e13c0b03-d9c9-4554-bdf4-4ab6128c19b9,teaching,question,2024-04-11 10:00:47.193949,9, How are the different values of Marital Status <b>distributed</b> in the dataset?,13
8206,e13c0b03-d9c9-4554-bdf4-4ab6128c19b9,teaching,question,2024-04-11 10:00:47.195517,9, How are the different values of Marital Status <b>distributed</b> in the dataset?,13
8433,e13c0b03-d9c9-4554-bdf4-4ab6128c19b9,teaching,question,2024-04-11 10:01:52.781787,10," To <b>switch the model’s prediction</b>, which attributes would need to be different?",7
8401,e13c0b03-d9c9-4554-bdf4-4ab6128c19b9,teaching,question,2024-04-11 10:01:42.834055,10, What is the <b>strength</b> of each attribute for the current model prediction? ,24
8359,e13c0b03-d9c9-4554-bdf4-4ab6128c19b9,teaching,question,2024-04-11 10:01:28.494323,10, Which attributes have the <b>biggest</b> impact on the model’s prediction for the current person?,23
2956,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:42:28.086021,1, Which attributes have the <b>smallest</b> impact on the model’s prediction for the current person?,27
2918,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:42:09.782832,1, Which attributes have the <b>biggest</b> impact on the model’s prediction for the current person?,23
3048,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:42:58.588741,1,Which group of attributes <b>most definitely predicts the current outcome</b> independently of the other attributes?,11
3157,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:43:29.899549,1," What happens if the <b>value</b> of Age <b>is changed</b>, keeping all the other attributes the same?",25
3158,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:43:29.906905,1," What happens if the <b>value</b> of Age <b>is changed</b>, keeping all the other attributes the same?",25
3231,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:43:46.894005,1," What happens if the <b>value</b> of Education Level <b>is changed</b>, keeping all the other attributes the same?",25
3207,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:43:40.701668,1," What happens if the <b>value</b> of Age <b>is changed</b>, keeping all the other attributes the same?",25
3232,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:43:46.947488,1," What happens if the <b>value</b> of Education Level <b>is changed</b>, keeping all the other attributes the same?",25
3258,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:43:51.125038,1," What happens if the <b>value</b> of Education Level <b>is changed</b>, keeping all the other attributes the same?",25
5146,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:49:57.449621,2," To <b>switch the model’s prediction</b>, which attributes would need to be different?",7
3265,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:43:52.511473,1," What happens if the <b>value</b> of Marital Status <b>is changed</b>, keeping all the other attributes the same?",25
3266,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:43:52.567153,1," What happens if the <b>value</b> of Marital Status <b>is changed</b>, keeping all the other attributes the same?",25
3282,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:43:56.466973,1," What happens if the <b>value</b> of Marital Status <b>is changed</b>, keeping all the other attributes the same?",25
3292,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:43:58.240562,1," What happens if the <b>value</b> of Occupation <b>is changed</b>, keeping all the other attributes the same?",25
3293,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:43:58.245087,1," What happens if the <b>value</b> of Occupation <b>is changed</b>, keeping all the other attributes the same?",25
3310,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:44:01.646423,1," What happens if the <b>value</b> of Occupation <b>is changed</b>, keeping all the other attributes the same?",25
3373,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:44:18.847447,1," What happens if the <b>value</b> of Work Life Balance <b>is changed</b>, keeping all the other attributes the same?",25
3315,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:44:02.992415,1," What happens if the <b>value</b> of Weekly Working Hours <b>is changed</b>, keeping all the other attributes the same?",25
3390,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:44:21.872938,1," What happens if the <b>value</b> of Work Life Balance <b>is changed</b>, keeping all the other attributes the same?",25
3401,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:44:23.507150,1," What happens if the <b>value</b> of Investment Outcome <b>is changed</b>, keeping all the other attributes the same?",25
3316,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:44:02.995271,1," What happens if the <b>value</b> of Weekly Working Hours <b>is changed</b>, keeping all the other attributes the same?",25
3355,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:44:14.881650,1," What happens if the <b>value</b> of Weekly Working Hours <b>is changed</b>, keeping all the other attributes the same?",25
3375,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:44:18.910289,1," What happens if the <b>value</b> of Work Life Balance <b>is changed</b>, keeping all the other attributes the same?",25
3403,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:44:23.573837,1," What happens if the <b>value</b> of Investment Outcome <b>is changed</b>, keeping all the other attributes the same?",25
3495,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:44:46.939502,1, How are the different values of Age <b>distributed</b> in the dataset?,13
3589,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:45:04.910952,1, How are the different values of Education Level <b>distributed</b> in the dataset?,13
3496,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:44:46.949257,1, How are the different values of Age <b>distributed</b> in the dataset?,13
3568,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:45:02.007325,1, How are the different values of Age <b>distributed</b> in the dataset?,13
3588,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:45:04.853430,1, How are the different values of Education Level <b>distributed</b> in the dataset?,13
3753,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:45:44.251659,1, How are the different values of Occupation <b>distributed</b> in the dataset?,13
5246,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:50:13.675041,2,Which group of attributes <b>most definitely predicts the current outcome</b> independently of the other attributes?,11
3706,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:45:31.718824,1, How are the different values of Marital Status <b>distributed</b> in the dataset?,13
3754,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:45:44.265691,1, How are the different values of Marital Status <b>distributed</b> in the dataset?,13
3696,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:45:29.713710,1, How are the different values of Education Level <b>distributed</b> in the dataset?,13
3705,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:45:31.660966,1, How are the different values of Marital Status <b>distributed</b> in the dataset?,13
3755,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:45:44.267121,1, How are the different values of Occupation <b>distributed</b> in the dataset?,13
3858,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:46:02.538222,1, How are the different values of Occupation <b>distributed</b> in the dataset?,13
3864,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:46:03.904945,1, How are the different values of Investment Outcome <b>distributed</b> in the dataset?,13
3922,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:46:16.780799,1,Which group of attributes <b>most definitely predicts the current outcome</b> independently of the other attributes?,11
3958,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:46:26.964566,1," To <b>switch the model’s prediction</b>, which attributes would need to be different?",7
3865,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:46:03.924964,1, How are the different values of Investment Outcome <b>distributed</b> in the dataset?,13
5323,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:50:28.772848,2," What happens if the <b>value</b> of Age <b>is changed</b>, keeping all the other attributes the same?",25
4148,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:47:05.896928,1, What is the <b>strength</b> of each attribute for the current model prediction? ,24
4284,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:47:32.437075,1, Which attributes have the <b>smallest</b> impact on the model’s prediction for the current person?,27
5322,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:50:28.765560,2," What happens if the <b>value</b> of Age <b>is changed</b>, keeping all the other attributes the same?",25
5381,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:50:38.080924,2," What happens if the <b>value</b> of Age <b>is changed</b>, keeping all the other attributes the same?",25
5444,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:50:48.812164,2," What happens if the <b>value</b> of Investment Outcome <b>is changed</b>, keeping all the other attributes the same?",25
5425,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:50:45.175144,2," What happens if the <b>value</b> of Investment Outcome <b>is changed</b>, keeping all the other attributes the same?",25
5472,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:50:52.642971,2," What happens if the <b>value</b> of Occupation <b>is changed</b>, keeping all the other attributes the same?",25
4976,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:49:28.546903,2, Which attributes have the <b>biggest</b> impact on the model’s prediction for the current person?,23
5567,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:51:09.505022,2," What happens if the <b>value</b> of Weekly Working Hours <b>is changed</b>, keeping all the other attributes the same?",25
5020,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:49:38.549371,2, What is the <b>strength</b> of each attribute for the current model prediction? ,24
5423,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:50:45.114881,2," What happens if the <b>value</b> of Investment Outcome <b>is changed</b>, keeping all the other attributes the same?",25
5586,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:51:12.091607,2," What happens if the <b>value</b> of Marital Status <b>is changed</b>, keeping all the other attributes the same?",25
5585,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:51:12.085040,2," What happens if the <b>value</b> of Marital Status <b>is changed</b>, keeping all the other attributes the same?",25
5519,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:51:04.317681,2," What happens if the <b>value</b> of Occupation <b>is changed</b>, keeping all the other attributes the same?",25
5546,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:51:06.420036,2," What happens if the <b>value</b> of Weekly Working Hours <b>is changed</b>, keeping all the other attributes the same?",25
5471,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:50:52.635172,2," What happens if the <b>value</b> of Occupation <b>is changed</b>, keeping all the other attributes the same?",25
5673,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:51:26.178940,2," What happens if the <b>value</b> of Weekly Working Hours <b>is changed</b>, keeping all the other attributes the same?",25
5654,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:51:23.973026,2," What happens if the <b>value</b> of Marital Status <b>is changed</b>, keeping all the other attributes the same?",25
5690,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:51:29.284990,2," What happens if the <b>value</b> of Weekly Working Hours <b>is changed</b>, keeping all the other attributes the same?",25
5672,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:51:26.120889,2," What happens if the <b>value</b> of Weekly Working Hours <b>is changed</b>, keeping all the other attributes the same?",25
5699,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:51:32.669177,2," What happens if the <b>value</b> of Education Level <b>is changed</b>, keeping all the other attributes the same?",25
5545,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:51:06.417029,2," What happens if the <b>value</b> of Weekly Working Hours <b>is changed</b>, keeping all the other attributes the same?",25
5700,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:51:32.725176,2," What happens if the <b>value</b> of Education Level <b>is changed</b>, keeping all the other attributes the same?",25
6025,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:52:33.615344,3, Which attributes have the <b>biggest</b> impact on the model’s prediction for the current person?,23
6273,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:53:17.783732,3, What is the <b>strength</b> of each attribute for the current model prediction? ,24
6308,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:53:23.797893,3," To <b>switch the model’s prediction</b>, which attributes would need to be different?",7
6204,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:53:04.785603,3, Which attributes have the <b>smallest</b> impact on the model’s prediction for the current person?,27
7125,4946bced-e4f2-4fb1-80ac-02fd99cd90c4,teaching,question,2024-04-11 09:56:08.515425,7," To <b>switch the model’s prediction</b>, which attributes would need to be different?",7
5125,24b45b13-29d0-4fb9-a926-1ada6ffe8902,teaching,question,2024-04-11 09:49:55.419020,2,Which group of attributes <b>most definitely predicts the current outcome</b> independently of the other attributes?,11
5417,24b45b13-29d0-4fb9-a926-1ada6ffe8902,teaching,question,2024-04-11 09:50:44.032818,3,Which group of attributes <b>most definitely predicts the current outcome</b> independently of the other attributes?,11
4392,24b45b13-29d0-4fb9-a926-1ada6ffe8902,teaching,question,2024-04-11 09:47:56.590720,1, Which attributes have the <b>biggest</b> impact on the model’s prediction for the current person?,23
